	sampleGSM461176	sampleGSM461177	sampleGSM461178	sampleGSM461179	sampleGSM461180	sampleGSM461181	sampleGSM461182
ID=FBgn0266435	9	14	8	9	12	4	3
ID=FBgn0266436	0	0	0	1	0	0	1
ID=FBgn0266437	3	10	8	6	5	12	7
ID=FBgn0266438	329	396	477	263	437	621	493
ID=FBgn0266439	329	396	477	263	437	621	493
ID=FBgn0266441	614	707	625	695	796	1191	615
ID=FBgn0266442	0	2	1	0	2	2	0
ID=FBgn0266443	0	0	0	2	0	4	1
ID=FBgn0266445	1145	2141	1534	824	1337	1755	1195
ID=FBgn0266446	7	8	8	2	7	10	5
ID=FBgn0266448	4	0	2	1	0	3	1
ID=FBgn0266449	1748	2085	2175	1689	2316	2930	2531
ID=FBgn0266450	1518	2510	1748	1161	1577	2028	1495
ID=FBgn0266451	4	0	2	1	0	3	1
ID=FBgn0266452	1530	1707	1690	1348	1634	2114	1768
ID=FBgn0266454	0	0	0	0	2	0	0
ID=FBgn0266455	0	0	0	0	0	0	0
ID=FBgn0266456	61	56	69	81	68	82	113
ID=FBgn0266457	41	28	32	39	22	40	34
ID=FBgn0266459	3	4	10	1	7	5	4
ID=FBgn0266465	864	1278	1192	732	1188	1576	1028
ID=FBgn0266486	1531	1806	1555	1441	1660	2172	1698
ID=FBgn0266487	1041	977	841	1458	1075	1220	1414
ID=FBgn0266488	1168	2055	1824	869	1620	1941	732
ID=FBgn0266489	1513	1836	1657	1429	1994	2455	1851
ID=FBgn0266490	895	897	1171	743	998	1429	1057
ID=FBgn0266491	3	8	2	3	2	2	1
ID=FBgn0266492	3	8	2	3	2	2	1
ID=FBgn0266518	926	1039	1287	770	1238	1561	959
ID=FBgn0266521	1969	2038	1814	1840	1665	2066	1920
ID=FBgn0266525	1194	1507	1401	2018	2508	3137	1388
ID=FBgn0266534	7	8	8	6	2	6	13
ID=FBgn0266535	0	1	0	1	0	0	0
ID=FBgn0266536	0	0	0	0	0	0	0
ID=FBgn0266537	0	0	0	0	0	0	0
ID=FBgn0266538	792	1245	1148	643	1092	1421	1082
ID=FBgn0266539	762	895	962	777	1052	1298	959
ID=FBgn0266540	338	358	292	217	357	369	386
ID=FBgn0266549	178	66	64	251	75	74	82
ID=FBgn0266557	17498	20424	13971	15658	16359	17400	14240
ID=FBgn0266564	0	0	0	0	0	0	0
ID=FBgn0266565	0	0	0	0	0	0	0
ID=FBgn0266566	2	4	4	0	3	8	0
ID=FBgn0266568	0	0	0	0	0	0	1
ID=FBgn0266569	64	107	115	67	75	87	197
ID=FBgn0266570	613	674	659	570	734	924	756
ID=FBgn0266572	691	886	707	647	920	1137	815
ID=FBgn0266573	1	0	0	0	0	0	0
ID=FBgn0266574	0	0	0	0	0	0	0
ID=FBgn0266577	16	30	27	22	23	27	16
ID=FBgn0266578	2468	1605	1393	3258	1903	2256	1691
ID=FBgn0266579	13	4	13	12	8	10	4
ID=FBgn0266580	4643	4592	3963	4190	3972	4588	5548
ID=FBgn0266581	1101	1433	1293	1003	1349	1599	1407
ID=FBgn0266582	750	1195	1402	931	1500	1793	1338
ID=FBgn0266585	0	0	0	0	0	0	0
ID=FBgn0266586	1	0	0	0	0	0	0
ID=FBgn0266587	0	0	0	0	0	0	0
ID=FBgn0266588	0	0	0	0	0	0	0
ID=FBgn0266589	0	0	0	0	0	0	0
ID=FBgn0266590	0	0	0	0	0	0	0
ID=FBgn0266591	0	0	0	0	0	0	0
ID=FBgn0266592	13	15	6	11	6	6	22
ID=FBgn0266593	29	26	18	17	12	7	9
ID=FBgn0266594	0	0	0	0	0	0	0
ID=FBgn0266595	0	0	1	0	0	0	0
ID=FBgn0266596	6	10	8	8	11	7	10
ID=FBgn0266598	166	126	125	172	164	174	243
ID=FBgn0266599	80368	99214	109281	71457	127081	168802	93817
ID=FBgn0266615	0	0	0	0	0	0	0
ID=FBgn0266616	1	2	0	0	0	0	0
ID=FBgn0266617	180	193	181	179	160	129	313
ID=FBgn0266618	0	0	0	0	0	0	0
ID=FBgn0266619	439	417	330	451	304	436	494
ID=FBgn0266620	1	0	0	1	0	0	0
ID=FBgn0266621	4	16	8	6	8	10	8
ID=FBgn0266622	1664	2190	1694	1312	2076	2598	1593
ID=FBgn0266623	447	593	611	451	575	690	467
ID=FBgn0266624	180	334	268	162	237	383	266
ID=FBgn0266625	75	72	78	65	71	116	104
ID=FBgn0266626	5	8	2	4	8	10	6
ID=FBgn0266627	8	20	13	18	13	16	40
ID=FBgn0266628	65	34	19	33	22	27	38
ID=FBgn0266629	3	5	4	8	4	8	5
ID=FBgn0266630	67	22	14	48	15	32	30
ID=FBgn0266631	0	0	0	1	0	0	0
ID=FBgn0266632	296	251	250	302	252	296	276
ID=FBgn0266633	178	257	229	389	275	393	284
ID=FBgn0266634	2689	3803	3997	2786	4130	5557	3287
ID=FBgn0266635	1308	1894	1914	1750	2511	3143	2048
ID=FBgn0266636	0	0	0	0	0	0	0
ID=FBgn0266637	562	815	638	509	682	799	595
ID=FBgn0266638	1625	1997	1609	1512	1914	2299	1653
ID=FBgn0266639	44	46	96	45	72	139	70
ID=FBgn0266640	0	0	0	0	0	0	0
ID=FBgn0266641	0	2	0	0	0	0	0
ID=FBgn0266642	44	43	45	33	37	32	55
ID=FBgn0266643	3	4	0	2	7	2	1
ID=FBgn0266644	180	248	317	214	326	364	236
ID=FBgn0266645	288	447	421	267	512	605	368
ID=FBgn0266646	0	0	0	1	0	0	0
ID=FBgn0266647	1	1	0	1	1	2	0
ID=FBgn0266648	0	0	0	0	0	0	0
ID=FBgn0266649	17	30	19	32	15	26	27
ID=FBgn0266650	0	0	0	0	0	0	0
ID=FBgn0266651	0	2	0	1	0	0	0
ID=FBgn0266652	3	0	0	1	3	2	0
ID=FBgn0266653	193	299	352	293	345	546	461
ID=FBgn0266654	0	0	2	0	0	0	0
ID=FBgn0266655	6	9	10	6	12	22	13
ID=FBgn0266656	146	173	117	145	126	170	150
ID=FBgn0266657	154	108	128	188	102	120	169
ID=FBgn0266666	1367	972	1101	1064	1041	1343	861
ID=FBgn0266667	609	658	629	566	636	795	723
ID=FBgn0266669	809	975	929	824	977	1125	971
ID=FBgn0266670	633	877	740	584	885	1035	657
ID=FBgn0266671	526	868	952	532	882	1210	952
ID=FBgn0266672	1461	1936	1874	1343	1870	2256	1806
ID=FBgn0266673	265	351	321	307	389	438	357
ID=FBgn0266674	394	541	587	400	689	801	673
ID=FBgn0266675	14	24	29	28	27	36	42
ID=FBgn0266676	20	31	31	21	32	17	48
ID=FBgn0266677	2	5	0	0	3	0	0
ID=FBgn0266678	36	42	37	43	57	42	42
ID=FBgn0266679	6	6	2	0	2	0	0
ID=FBgn0266680	20	12	22	12	10	14	14
ID=FBgn0266681	84	120	142	63	72	114	123
ID=FBgn0266682	0	2	0	0	1	1	2
ID=FBgn0266683	0	0	0	0	0	0	0
ID=FBgn0266684	22	14	6	39	7	8	3
ID=FBgn0266685	223	276	271	204	212	329	207
ID=FBgn0266686	10	1	1	6	4	0	7
ID=FBgn0266687	390	257	219	278	218	291	285
ID=FBgn0266688	0	0	0	0	0	0	0
ID=FBgn0266689	245	213	138	144	139	172	211
ID=FBgn0266690	69	92	84	64	70	129	76
ID=FBgn0266691	2	3	8	4	4	3	0
ID=FBgn0266692	71	55	43	56	21	24	53
ID=FBgn0266693	4	2	3	3	3	3	3
ID=FBgn0266694	5804	12655	11761	6020	12808	16084	14209
ID=FBgn0266696	8810	11796	9488	7509	10622	13018	7605
ID=FBgn0266697	13	6	6	9	0	13	4
ID=FBgn0266698	4	2	2	5	3	3	3
ID=FBgn0266699	136	154	104	111	109	99	164
ID=FBgn0266700	214	269	322	224	352	373	310
ID=FBgn0266701	0	2	0	0	0	0	0
ID=FBgn0266702	5	4	1	3	1	1	2
ID=FBgn0266703	0	0	0	0	0	0	0
ID=FBgn0266705	135	224	257	123	308	383	188
ID=FBgn0266706	10	2	4	16	8	5	3
ID=FBgn0266707	698	606	443	612	457	598	504
ID=FBgn0266708	34	57	44	52	94	102	55
ID=FBgn0266709	21	39	26	26	18	32	31
ID=FBgn0266710	264	205	212	222	183	252	229
ID=FBgn0266711	622	642	891	692	855	1005	899
ID=FBgn0266717	9505	12283	9904	8448	10753	11653	11636
ID=FBgn0266719	677	695	674	703	682	749	882
ID=FBgn0266720	1276	1435	1363	1132	1332	1744	1332
ID=FBgn0266721	2	2	0	3	5	4	3
ID=FBgn0266722	71	85	76	88	73	108	75
ID=FBgn0266723	109	161	218	100	213	239	193
ID=FBgn0266724	123	75	113	115	109	131	114
ID=FBgn0266725	4	2	2	6	1	2	0
ID=FBgn0266726	1	2	0	0	0	0	1
ID=FBgn0266727	2	0	2	0	0	0	2
ID=FBgn0266728	0	0	0	0	0	0	1
ID=FBgn0266729	452	598	632	324	713	907	547
ID=FBgn0266730	1	0	0	0	2	1	1
ID=FBgn0266731	2454	1579	991	2146	1032	1211	1044
ID=FBgn0266732	0	2	0	0	0	2	1
ID=FBgn0266733	1	0	0	0	0	0	1
ID=FBgn0266734	0	0	0	0	0	0	1
ID=FBgn0266735	102	128	88	84	94	100	123
ID=FBgn0266736	428	498	491	473	574	858	646
ID=FBgn0266737	106	90	73	99	83	108	141
ID=FBgn0266738	1	0	3	1	1	0	2
ID=FBgn0266739	113	38	47	78	36	56	51
ID=FBgn0266740	15	15	7	16	22	25	11
ID=FBgn0266741	350	396	400	263	263	406	345
ID=FBgn0266742	2	7	1	9	10	10	1
ID=FBgn0266743	2	0	0	0	0	0	0
ID=FBgn0266744	446	212	241	432	314	386	427
ID=FBgn0266745	46	66	43	48	26	68	63
ID=FBgn0266747	0	0	0	0	0	0	0
ID=FBgn0266748	1	0	0	3	0	1	1
ID=FBgn0266749	0	0	0	0	0	0	0
ID=FBgn0266750	35	36	29	23	43	24	45
ID=FBgn0266751	4	0	0	7	0	0	0
ID=FBgn0266752	28	71	62	18	42	41	40
ID=FBgn0266753	7	22	2	11	4	3	8
ID=FBgn0266756	68	81	77	82	121	139	62
ID=FBgn0266757	1	0	0	3	1	3	3
ID=FBgn0266758	5204	5901	5840	3992	4940	6292	6959
ID=FBgn0266762	216	33	37	229	30	34	17
ID=FBgn0266763	0	0	0	0	0	0	0
ID=FBgn0266764	0	0	0	0	0	0	0
ID=FBgn0266766	8	5	4	1	2	3	2
ID=FBgn0266768	18	16	9	17	18	20	15
ID=FBgn0266769	2	4	3	5	0	6	3
ID=FBgn0266771	0	0	0	0	0	0	0
ID=FBgn0266772	0	0	0	0	0	0	0
ID=FBgn0266773	0	0	0	0	0	0	0
ID=FBgn0266774	0	0	0	0	0	0	0
ID=FBgn0266775	0	0	0	0	0	0	0
ID=FBgn0266776	0	0	0	0	0	0	0
ID=FBgn0266777	0	0	0	0	0	0	0
ID=FBgn0266778	2	4	2	2	3	0	3
ID=FBgn0266780	29	28	4	21	7	15	17
ID=FBgn0266781	0	2	0	0	0	0	0
ID=FBgn0266782	3	3	1	2	1	1	0
ID=FBgn0266783	0	0	0	0	0	0	0
ID=FBgn0266784	0	0	0	0	0	0	0
ID=FBgn0266785	4	2	0	2	0	0	0
ID=FBgn0266786	4	4	8	2	6	2	5
ID=FBgn0266787	1	0	0	0	0	0	0
ID=FBgn0266788	0	0	0	0	0	0	0
ID=FBgn0266789	1	0	0	0	0	0	0
ID=FBgn0266790	0	0	0	0	0	0	0
ID=FBgn0266791	0	0	0	0	0	0	0
ID=FBgn0266795	12	10	13	63	23	25	16
ID=FBgn0266796	0	0	0	0	0	0	0
ID=FBgn0266797	0	0	0	0	0	0	0
ID=FBgn0266798	1	0	2	2	0	4	0
ID=FBgn0266799	0	0	0	0	0	0	0
ID=FBgn0266800	0	0	0	0	0	0	0
ID=FBgn0266801	293	351	213	548	513	608	216
ID=FBgn0266802	588	364	387	611	445	657	520
ID=FBgn0266803	0	0	0	0	0	0	0
ID=FBgn0266804	0	0	0	0	0	0	0
ID=FBgn0266805	0	0	0	0	0	0	0
ID=FBgn0266806	30	17	22	15	31	57	28
ID=FBgn0266807	14	9	20	29	9	6	15
ID=FBgn0266808	169	100	89	218	69	88	134
ID=FBgn0266809	0	0	0	0	2	0	0
ID=FBgn0266810	1	4	0	9	2	3	3
ID=FBgn0266811	0	0	0	0	0	0	2
ID=FBgn0266812	0	0	0	0	0	0	0
ID=FBgn0266813	403	372	448	341	352	486	309
ID=FBgn0266814	0	0	0	0	0	0	0
ID=FBgn0266815	0	0	0	0	0	0	0
ID=FBgn0266816	0	0	0	0	0	0	0
ID=FBgn0266817	38	13	23	19	12	13	22
ID=FBgn0266818	0	0	4	0	0	1	1
ID=FBgn0266819	104	143	99	70	77	93	82
ID=FBgn0266820	0	0	0	0	0	0	0
ID=FBgn0266821	0	0	0	0	0	0	0
ID=FBgn0266822	0	0	0	0	0	0	0
ID=FBgn0266823	0	0	0	0	0	0	0
ID=FBgn0266824	0	0	0	0	0	0	0
ID=FBgn0266825	0	0	0	0	0	0	0
ID=FBgn0266826	0	0	0	0	0	0	0
ID=FBgn0266827	0	2	4	0	2	1	0
ID=FBgn0266828	8	18	11	6	11	13	14
ID=FBgn0266829	6	0	1	2	3	4	6
ID=FBgn0266830	0	0	0	0	0	0	0
ID=FBgn0266831	0	0	0	0	0	0	0
ID=FBgn0266832	0	0	0	0	0	0	0
ID=FBgn0266833	0	0	0	0	0	0	0
ID=FBgn0266834	0	0	0	0	0	0	0
ID=FBgn0266835	0	0	0	0	0	0	0
ID=FBgn0266836	7	1	8	3	2	1	8
ID=FBgn0266837	0	0	0	0	0	0	1
ID=FBgn0266838	1	0	0	0	0	0	0
ID=FBgn0266839	0	0	0	0	0	0	0
ID=FBgn0266840	0	0	0	0	0	0	0
ID=FBgn0266841	0	0	0	0	0	0	0
ID=FBgn0266842	0	0	0	0	0	0	0
ID=FBgn0266843	652	1357	2015	432	1662	1983	753
ID=FBgn0266844	0	0	0	0	0	0	0
ID=FBgn0266845	0	0	0	0	0	0	0
ID=FBgn0266846	0	0	0	0	0	0	0
ID=FBgn0266847	0	0	0	0	0	0	1
ID=FBgn0266848	2086	2054	1927	1981	1779	2310	2085
ID=FBgn0266849	0	0	0	0	2	0	0
ID=FBgn0266850	0	0	0	0	1	0	0
ID=FBgn0266851	1	0	0	0	1	0	0
ID=FBgn0266852	0	0	0	0	0	0	0
ID=FBgn0266853	0	0	0	0	0	0	0
ID=FBgn0266854	2	0	2	1	0	2	0
ID=FBgn0266855	0	0	0	0	0	0	0
ID=FBgn0266856	0	0	0	0	0	0	0
ID=FBgn0266857	0	0	0	0	0	0	0
ID=FBgn0266858	0	0	0	0	0	0	0
ID=FBgn0266859	0	0	0	0	2	0	1
ID=FBgn0266860	0	1	0	0	0	0	0
ID=FBgn0266861	0	0	0	0	0	0	0
ID=FBgn0266862	0	0	0	0	0	0	0
ID=FBgn0266863	285	188	196	344	228	298	285
ID=FBgn0266864	3	0	7	0	0	0	0
ID=FBgn0266865	58	128	117	61	126	149	131
ID=FBgn0266866	55	21	24	83	21	24	35
ID=FBgn0266867	0	0	0	0	0	0	0
ID=FBgn0266868	0	0	0	0	0	0	0
ID=FBgn0266869	8	3	4	17	3	8	1
ID=FBgn0266870	0	0	0	0	0	0	0
ID=FBgn0266871	0	0	0	0	0	0	0
ID=FBgn0266872	0	0	0	0	0	0	0
ID=FBgn0266873	1177	764	838	1537	1234	1584	1105
ID=FBgn0266874	0	0	0	0	0	0	0
ID=FBgn0266875	0	0	0	0	0	0	0
ID=FBgn0266876	0	1	0	0	0	0	0
ID=FBgn0266877	0	0	0	0	0	0	0
ID=FBgn0266878	0	0	0	0	0	0	0
ID=FBgn0266879	0	0	0	0	0	0	0
ID=FBgn0266880	9	16	18	5	11	22	34
ID=FBgn0266881	0	0	0	0	0	0	0
ID=FBgn0266882	0	0	0	0	2	0	1
ID=FBgn0266883	0	0	1	3	3	8	2
ID=FBgn0266884	5	14	12	7	5	2	7
ID=FBgn0266885	0	0	0	0	0	0	0
ID=FBgn0266886	1821	55	26	3856	19	31	17
ID=FBgn0266887	1	0	0	0	2	0	0
ID=FBgn0266888	0	0	0	0	0	0	0
ID=FBgn0266889	1809	2141	2304	1810	2307	3049	2306
ID=FBgn0266891	0	0	0	0	0	0	0
ID=FBgn0266892	2	0	0	2	3	5	1
ID=FBgn0266893	0	0	0	0	0	0	0
ID=FBgn0266894	5	7	2	1	2	0	4
ID=FBgn0266895	2	4	1	1	3	0	3
ID=FBgn0266896	0	0	0	0	0	0	0
ID=FBgn0266897	0	0	0	0	0	0	0
ID=FBgn0266898	0	0	0	0	0	0	0
ID=FBgn0266899	0	0	0	1	0	0	0
ID=FBgn0266900	0	0	0	0	0	0	0
ID=FBgn0266901	0	0	0	0	0	0	0
ID=FBgn0266902	19	14	10	14	12	3	13
ID=FBgn0266903	8	10	8	13	3	6	5
ID=FBgn0266904	0	0	0	1	0	0	0
ID=FBgn0266905	0	0	0	0	0	0	1
ID=FBgn0266906	143	205	203	125	176	185	173
ID=FBgn0266907	293	336	323	297	326	367	350
ID=FBgn0266909	0	0	0	0	0	0	0
ID=FBgn0266910	0	0	0	0	0	0	0
ID=FBgn0266911	862	1177	1228	632	1049	1487	1449
ID=FBgn0266912	0	0	2	0	0	0	1
ID=FBgn0266913	0	0	0	0	0	0	0
ID=FBgn0266914	0	0	0	0	0	0	0
ID=FBgn0266915	4	4	2	1	1	0	3
ID=FBgn0266916	1091	1004	857	983	1037	1183	873
ID=FBgn0266917	1209	1428	1269	904	1398	1835	1270
ID=FBgn0266918	2875	3255	2915	3394	3408	4313	2765
ID=FBgn0266925	0	0	0	1	2	0	0
ID=FBgn0266926	2	0	0	0	0	0	0
ID=FBgn0266927	0	1	0	1	0	2	1
ID=FBgn0266928	0	0	0	0	0	0	0
ID=FBgn0266929	29	38	45	46	42	58	30
ID=FBgn0266930	0	0	0	0	0	0	0
ID=FBgn0266931	0	0	0	0	0	0	0
ID=FBgn0266932	0	0	0	0	0	0	0
ID=FBgn0266933	3	6	4	6	8	6	3
ID=FBgn0266934	18	15	11	19	9	11	19
ID=FBgn0266935	22	12	23	21	19	22	8
ID=FBgn0266936	1	0	0	1	1	0	0
ID=FBgn0266937	22	14	12	23	19	23	18
ID=FBgn0266938	0	0	0	0	0	0	0
ID=FBgn0266939	0	0	0	0	0	0	0
ID=FBgn0266940	0	0	0	0	0	0	0
ID=FBgn0266941	0	2	0	0	0	0	0
ID=FBgn0266942	0	4	0	0	0	0	0
ID=FBgn0266943	0	0	0	0	0	0	0
ID=FBgn0266944	0	0	0	0	0	0	0
ID=FBgn0266945	1721	1938	1813	1625	2100	2781	2068
ID=FBgn0266946	81	86	121	82	95	135	66
ID=FBgn0266947	0	0	0	0	0	0	0
ID=FBgn0266948	0	0	0	0	0	0	0
ID=FBgn0266949	1	0	0	1	0	0	0
ID=FBgn0266950	0	1	2	2	2	0	0
ID=FBgn0266951	3	2	0	2	0	2	1
ID=FBgn0266952	0	0	0	0	0	0	0
ID=FBgn0266953	3	2	6	0	0	0	7
ID=FBgn0266954	0	0	0	0	0	0	0
ID=FBgn0266955	0	0	0	0	4	0	0
ID=FBgn0266956	2	0	0	1	2	5	3
ID=FBgn0266957	0	0	0	0	0	0	0
ID=FBgn0266958	8	4	20	12	9	10	21
ID=FBgn0266959	0	0	0	0	0	0	0
ID=FBgn0266960	43	61	39	33	66	53	49
ID=FBgn0266961	0	0	0	1	0	0	0
ID=FBgn0266962	0	0	0	0	0	0	0
ID=FBgn0266963	0	0	0	0	0	0	0
ID=FBgn0266964	0	0	0	0	0	0	0
ID=FBgn0266965	0	0	0	0	0	0	0
ID=FBgn0266966	9	4	0	10	1	1	6
ID=FBgn0266967	0	0	0	0	0	0	0
ID=FBgn0266968	0	0	0	0	0	0	0
ID=FBgn0266969	0	0	0	0	0	0	0
ID=FBgn0266970	0	2	0	0	0	0	0
ID=FBgn0266971	0	0	0	0	0	0	0
ID=FBgn0266972	0	0	0	0	0	0	0
ID=FBgn0266973	1	4	6	3	3	10	3
ID=FBgn0266974	3	4	4	4	3	4	1
ID=FBgn0266975	0	0	0	0	0	0	0
ID=FBgn0266976	0	0	0	0	0	0	0
ID=FBgn0266977	2	0	0	0	0	0	1
ID=FBgn0266978	0	0	0	0	0	0	0
ID=FBgn0266979	0	0	0	0	0	0	0
ID=FBgn0266980	0	0	0	0	0	0	0
ID=FBgn0266981	3	0	2	3	0	0	4
ID=FBgn0266982	16	14	11	4	0	4	4
ID=FBgn0266983	0	0	0	0	0	0	0
ID=FBgn0266984	0	0	0	0	0	0	0
ID=FBgn0266985	0	0	0	0	0	0	0
ID=FBgn0266986	0	0	0	1	0	0	0
ID=FBgn0266987	31	61	60	32	76	121	149
ID=FBgn0266988	0	0	0	0	0	0	0
ID=FBgn0266989	0	0	0	0	0	0	0
ID=FBgn0266990	0	0	0	0	0	0	2
ID=FBgn0266991	0	0	0	0	0	0	0
ID=FBgn0266992	0	0	0	0	0	0	0
ID=FBgn0266993	7	5	4	1	4	3	12
ID=FBgn0266994	156	231	253	157	263	347	304
ID=FBgn0266995	5	2	5	0	4	3	5
ID=FBgn0267001	4485	6428	4618	4210	5461	6689	2698
ID=FBgn0267002	935	1313	1027	801	985	1286	1139
ID=FBgn0267003	0	2	0	0	0	3	1
ID=FBgn0267004	0	0	0	0	0	0	0
ID=FBgn0267005	2	2	0	2	0	2	1
ID=FBgn0267006	1	2	0	0	0	4	4
ID=FBgn0267007	0	0	0	0	0	0	0
ID=FBgn0267008	0	0	0	0	0	0	0
ID=FBgn0267009	0	0	0	0	0	0	0
ID=FBgn0267010	0	0	0	0	0	0	0
ID=FBgn0267011	2	0	0	1	1	0	2
ID=FBgn0267012	0	2	0	0	0	0	0
ID=FBgn0267013	0	0	0	0	0	0	0
ID=FBgn0267014	1649	11	17	2032	20	11	13
ID=FBgn0267017	2	0	0	1	2	0	1
ID=FBgn0267018	0	0	0	0	0	0	0
ID=FBgn0267019	0	0	0	0	1	0	1
ID=FBgn0267020	6	4	3	3	4	0	2
ID=FBgn0267021	3	2	2	3	6	2	8
ID=FBgn0267022	57	59	24	50	32	36	70
ID=FBgn0267023	118	63	71	89	59	64	94
ID=FBgn0267024	0	2	0	0	0	2	0
ID=FBgn0267025	2	0	0	0	1	6	1
ID=FBgn0267026	1	0	0	3	0	3	0
ID=FBgn0267027	65	68	77	85	90	104	94
ID=FBgn0267028	30	13	21	29	18	31	47
ID=FBgn0267029	12	4	7	6	6	6	8
ID=FBgn0267030	5	4	3	6	4	13	2
ID=FBgn0267031	2	3	4	2	2	6	4
ID=FBgn0267032	0	0	0	0	0	0	0
ID=FBgn0267033	8361	9313	6108	6560	6075	7823	5468
ID=FBgn0267034	0	0	2	0	0	3	2
ID=FBgn0267035	39	35	62	22	28	38	23
ID=FBgn0267036	5	10	2	7	10	8	5
ID=FBgn0267037	2	0	0	0	0	6	1
ID=FBgn0267038	0	0	0	0	0	0	0
ID=FBgn0267039	5	4	4	8	2	7	0
ID=FBgn0267041	123	172	161	115	187	249	177
ID=FBgn0267042	5	4	4	11	9	5	5
ID=FBgn0267043	12	11	8	24	11	8	13
ID=FBgn0267044	11	13	16	22	12	17	16
ID=FBgn0267045	7	4	7	19	3	5	8
ID=FBgn0267046	9	17	13	22	14	30	12
ID=FBgn0267047	4	5	3	11	4	0	7
ID=FBgn0267048	15	10	4	22	9	18	19
ID=FBgn0267049	17	18	14	23	18	32	25
ID=FBgn0267050	13	15	12	20	18	21	30
ID=FBgn0267051	5	4	0	3	0	6	0
ID=FBgn0267052	1	1	0	2	0	0	0
ID=FBgn0267053	5	0	0	1	0	2	1
ID=FBgn0267054	3	0	1	2	0	2	2
ID=FBgn0267055	1	0	0	0	1	0	0
ID=FBgn0267056	0	0	0	0	0	0	0
ID=FBgn0267057	346	212	219	259	228	327	223
ID=FBgn0267058	1	0	0	1	0	0	0
ID=FBgn0267059	0	0	0	0	0	0	0
ID=FBgn0267060	0	0	0	0	0	0	0
ID=FBgn0267061	0	0	0	0	0	0	0
ID=FBgn0267062	0	0	0	0	0	0	0
ID=FBgn0267063	0	0	0	1	0	0	0
ID=FBgn0267064	0	0	0	0	2	0	0
ID=FBgn0267065	1	0	0	2	0	0	0
ID=FBgn0267066	0	0	0	0	0	0	0
ID=FBgn0267067	2	1	2	0	0	0	0
ID=FBgn0267068	0	0	0	0	0	0	0
ID=FBgn0267069	0	0	0	0	0	0	0
ID=FBgn0267070	0	0	0	0	0	0	0
ID=FBgn0267071	0	0	0	0	0	0	0
ID=FBgn0267072	0	0	0	1	0	0	0
ID=FBgn0267073	14	14	4	24	8	8	14
ID=FBgn0267074	114	96	118	89	157	180	135
ID=FBgn0267075	1	2	0	0	2	0	1
ID=FBgn0267076	82	96	112	64	102	136	95
ID=FBgn0267077	0	0	0	0	0	0	0
ID=FBgn0267078	2	0	0	1	0	4	2
ID=FBgn0267079	2	4	7	2	4	2	1
ID=FBgn0267080	0	1	0	1	0	0	1
ID=FBgn0267081	260	380	409	267	350	473	449
ID=FBgn0267082	0	0	0	0	0	0	0
ID=FBgn0267083	0	0	0	0	2	0	2
ID=FBgn0267084	447	333	316	164	180	227	293
ID=FBgn0267085	0	0	0	0	0	0	0
ID=FBgn0267086	22	14	9	25	1	9	25
ID=FBgn0267087	27	16	19	19	4	15	10
ID=FBgn0267088	0	0	1	0	0	0	0
ID=FBgn0267089	6	2	5	5	2	5	3
ID=FBgn0267090	5	5	3	4	4	0	2
ID=FBgn0267091	0	2	2	0	0	2	2
ID=FBgn0267096	0	0	0	0	0	0	0
ID=FBgn0267097	0	0	0	0	0	0	0
ID=FBgn0267098	0	0	3	0	0	1	1
ID=FBgn0267099	0	0	0	0	0	0	0
ID=FBgn0267100	3	0	0	0	4	4	1
ID=FBgn0267101	2	1	2	5	3	2	6
ID=FBgn0267102	0	4	0	1	2	0	1
ID=FBgn0267103	0	3	1	2	0	1	0
ID=FBgn0267104	2	1	0	0	0	4	1
ID=FBgn0267105	0	0	0	0	0	0	0
ID=FBgn0267106	5	4	2	6	2	1	0
ID=FBgn0267107	2	1	0	2	2	4	0
ID=FBgn0267108	20	9	22	27	36	21	27
ID=FBgn0267109	17	27	17	8	9	25	17
ID=FBgn0267110	0	0	0	1	2	0	2
ID=FBgn0267111	0	2	0	4	2	4	6
ID=FBgn0267112	2	0	0	0	0	0	0
ID=FBgn0267113	2	0	0	0	0	0	0
ID=FBgn0267114	0	0	0	0	0	0	0
ID=FBgn0267115	0	0	0	0	0	0	0
ID=FBgn0267116	0	0	2	3	2	0	0
ID=FBgn0267118	1	0	2	2	0	0	1
ID=FBgn0267119	0	0	0	0	0	0	0
ID=FBgn0267120	0	0	0	0	0	0	0
ID=FBgn0267121	0	0	0	0	0	0	0
ID=FBgn0267122	0	0	0	0	0	0	0
ID=FBgn0267123	0	0	0	0	0	0	0
ID=FBgn0267124	17	12	21	0	1	0	3
ID=FBgn0267125	0	0	0	0	0	0	0
ID=FBgn0267126	483	526	393	386	323	467	631
ID=FBgn0267127	73	81	78	63	71	86	60
ID=FBgn0267128	6	8	1	4	8	7	2
ID=FBgn0267129	0	0	0	0	0	0	0
ID=FBgn0267130	0	0	1	1	2	0	0
ID=FBgn0267131	0	0	1	0	0	0	1
ID=FBgn0267132	0	0	0	0	1	0	0
ID=FBgn0267133	0	0	0	1	0	0	0
ID=FBgn0267134	0	0	0	0	0	0	0
ID=FBgn0267135	0	0	0	0	0	0	0
ID=FBgn0267136	0	0	0	0	0	2	0
ID=FBgn0267137	2	4	2	1	0	2	2
ID=FBgn0267138	5	9	3	1	0	5	0
ID=FBgn0267139	0	1	2	1	0	2	0
ID=FBgn0267140	0	0	0	0	0	0	1
ID=FBgn0267141	1	0	2	0	0	0	0
ID=FBgn0267142	0	0	0	0	0	0	0
